,start_station_name,end_station_name,trip number
546,Embarcadero at Sansome,Post at Kearny,46
547,Embarcadero at Sansome,Powell Street BART,377
548,Embarcadero at Sansome,Powell at Post (Union Square),41
549,Embarcadero at Sansome,San Francisco Caltrain (Townsend at 4th),995
550,Embarcadero at Sansome,San Francisco Caltrain 2 (330 Townsend),476
551,Embarcadero at Sansome,San Francisco City Hall,10
552,Embarcadero at Sansome,South Van Ness at Market,182
553,Embarcadero at Sansome,Spear at Folsom,273
554,Embarcadero at Sansome,Steuart at Market,4685
555,Embarcadero at Sansome,Temporary Transbay Terminal (Howard at Beale),852
556,Embarcadero at Sansome,Townsend at 7th,92
557,Embarcadero at Sansome,Washington at Kearney,5
558,Embarcadero at Sansome,Washington at Kearny,45
559,Embarcadero at Sansome,Yerba Buena Center of the Arts (3rd @ Howard),70
560,Embarcadero at Vallejo,2nd at Folsom,14
561,Embarcadero at Vallejo,2nd at South Park,352
562,Embarcadero at Vallejo,2nd at Townsend,383
563,Embarcadero at Vallejo,5th at Howard,47
564,Embarcadero at Vallejo,Beale at Market,328
565,Embarcadero at Vallejo,Broadway St at Battery St,24
566,Embarcadero at Vallejo,Civic Center BART (7th at Market),29
567,Embarcadero at Vallejo,Clay at Battery,45
568,Embarcadero at Vallejo,Commercial at Montgomery,15
569,Embarcadero at Vallejo,Davis at Jackson,45
570,Embarcadero at Vallejo,Embarcadero at Bryant,355
571,Embarcadero at Vallejo,Embarcadero at Folsom,200
572,Embarcadero at Vallejo,Embarcadero at Sansome,124
573,Embarcadero at Vallejo,Golden Gate at Polk,11
574,Embarcadero at Vallejo,Grant Avenue at Columbus Avenue,7
575,Embarcadero at Vallejo,Harry Bridges Plaza (Ferry Building),265
576,Embarcadero at Vallejo,Howard at 2nd,44
577,Embarcadero at Vallejo,Market at 10th,18
578,Embarcadero at Vallejo,Market at 4th,66
579,Embarcadero at Vallejo,Market at Sansome,47
580,Embarcadero at Vallejo,Mechanics Plaza (Market at Battery),67
581,Embarcadero at Vallejo,Post at Kearney,2
582,Embarcadero at Vallejo,Post at Kearny,16
583,Embarcadero at Vallejo,Powell Street BART,30
584,Embarcadero at Vallejo,Powell at Post (Union Square),17
585,Embarcadero at Vallejo,San Francisco Caltrain (Townsend at 4th),952
586,Embarcadero at Vallejo,San Francisco Caltrain 2 (330 Townsend),422
587,Embarcadero at Vallejo,San Francisco City Hall,12
588,Embarcadero at Vallejo,South Van Ness at Market,25
589,Embarcadero at Vallejo,Spear at Folsom,89
590,Embarcadero at Vallejo,Steuart at Market,1387
591,Embarcadero at Vallejo,Temporary Transbay Terminal (Howard at Beale),739
592,Embarcadero at Vallejo,Townsend at 7th,86
593,Embarcadero at Vallejo,Washington at Kearney,2
594,Embarcadero at Vallejo,Washington at Kearny,10
595,Embarcadero at Vallejo,Yerba Buena Center of the Arts (3rd @ Howard),26
596,Evelyn Park and Ride,Castro Street and El Camino Real,9
597,Evelyn Park and Ride,Mountain View Caltrain Station,902
598,Evelyn Park and Ride,Mountain View City Hall,55
599,Evelyn Park and Ride,Rengstorff Avenue / California Street,3
600,Evelyn Park and Ride,San Antonio Caltrain Station,1
601,Franklin at Maple,Broadway at Main,3
602,Franklin at Maple,Redwood City Caltrain Station,54
603,Franklin at Maple,Redwood City Public Library,2
604,Golden Gate at Polk,2nd at Folsom,7
605,Golden Gate at Polk,2nd at South Park,49
606,Golden Gate at Polk,2nd at Townsend,63
607,Golden Gate at Polk,5th St at Folsom St,12
608,Golden Gate at Polk,5th at Howard,193
609,Golden Gate at Polk,Beale at Market,251
610,Golden Gate at Polk,Broadway St at Battery St,78
611,Golden Gate at Polk,Civic Center BART (7th at Market),158
612,Golden Gate at Polk,Clay at Battery,20
613,Golden Gate at Polk,Commercial at Montgomery,48
614,Golden Gate at Polk,Davis at Jackson,9
615,Golden Gate at Polk,Embarcadero at Bryant,22
616,Golden Gate at Polk,Embarcadero at Folsom,21
617,Golden Gate at Polk,Embarcadero at Sansome,187
618,Golden Gate at Polk,Embarcadero at Vallejo,85
619,Golden Gate at Polk,Grant Avenue at Columbus Avenue,10
620,Golden Gate at Polk,Harry Bridges Plaza (Ferry Building),46
621,Golden Gate at Polk,Howard at 2nd,40
622,Golden Gate at Polk,Market at 10th,209
623,Golden Gate at Polk,Market at 4th,160
624,Golden Gate at Polk,Market at Sansome,317
625,Golden Gate at Polk,Mechanics Plaza (Market at Battery),98
626,Golden Gate at Polk,Post at Kearney,58
627,Golden Gate at Polk,Post at Kearny,131
628,Golden Gate at Polk,Powell Street BART,118
629,Golden Gate at Polk,Powell at Post (Union Square),19
630,Golden Gate at Polk,San Francisco Caltrain (Townsend at 4th),600
631,Golden Gate at Polk,San Francisco Caltrain 2 (330 Townsend),740
632,Golden Gate at Polk,San Francisco City Hall,22
633,Golden Gate at Polk,South Van Ness at Market,94
634,Golden Gate at Polk,Spear at Folsom,85
635,Golden Gate at Polk,Steuart at Market,276
636,Golden Gate at Polk,Temporary Transbay Terminal (Howard at Beale),436
637,Golden Gate at Polk,Townsend at 7th,567
638,Golden Gate at Polk,Washington at Kearney,1
639,Golden Gate at Polk,Washington at Kearny,11
640,Golden Gate at Polk,Yerba Buena Center of the Arts (3rd @ Howard),323
641,Grant Avenue at Columbus Avenue,2nd at Folsom,152
642,Grant Avenue at Columbus Avenue,2nd at South Park,223
643,Grant Avenue at Columbus Avenue,2nd at Townsend,471
644,Grant Avenue at Columbus Avenue,5th at Howard,45
645,Grant Avenue at Columbus Avenue,Beale at Market,867
646,Grant Avenue at Columbus Avenue,Broadway St at Battery St,40
647,Grant Avenue at Columbus Avenue,Civic Center BART (7th at Market),109
648,Grant Avenue at Columbus Avenue,Clay at Battery,655
649,Grant Avenue at Columbus Avenue,Commercial at Montgomery,335
650,Grant Avenue at Columbus Avenue,Davis at Jackson,154
651,Grant Avenue at Columbus Avenue,Embarcadero at Bryant,41
652,Grant Avenue at Columbus Avenue,Embarcadero at Folsom,1339
653,Grant Avenue at Columbus Avenue,Embarcadero at Sansome,108
654,Grant Avenue at Columbus Avenue,Embarcadero at Vallejo,7
655,Grant Avenue at Columbus Avenue,Golden Gate at Polk,14
656,Grant Avenue at Columbus Avenue,Harry Bridges Plaza (Ferry Building),202
657,Grant Avenue at Columbus Avenue,Howard at 2nd,138
658,Grant Avenue at Columbus Avenue,Market at 10th,172
659,Grant Avenue at Columbus Avenue,Market at 4th,559
660,Grant Avenue at Columbus Avenue,Market at Sansome,1297
661,Grant Avenue at Columbus Avenue,Mechanics Plaza (Market at Battery),330
662,Grant Avenue at Columbus Avenue,Post at Kearney,27
663,Grant Avenue at Columbus Avenue,Post at Kearny,156
664,Grant Avenue at Columbus Avenue,Powell Street BART,419
665,Grant Avenue at Columbus Avenue,Powell at Post (Union Square),119
666,Grant Avenue at Columbus Avenue,San Francisco Caltrain (Townsend at 4th),942
667,Grant Avenue at Columbus Avenue,San Francisco Caltrain 2 (330 Townsend),269
668,Grant Avenue at Columbus Avenue,San Francisco City Hall,60
669,Grant Avenue at Columbus Avenue,South Van Ness at Market,32
670,Grant Avenue at Columbus Avenue,Spear at Folsom,350
671,Grant Avenue at Columbus Avenue,Steuart at Market,457
672,Grant Avenue at Columbus Avenue,Temporary Transbay Terminal (Howard at Beale),929
673,Grant Avenue at Columbus Avenue,Townsend at 7th,270
674,Grant Avenue at Columbus Avenue,Washington at Kearney,23
675,Grant Avenue at Columbus Avenue,Washington at Kearny,95
676,Grant Avenue at Columbus Avenue,Yerba Buena Center of the Arts (3rd @ Howard),66
677,Harry Bridges Plaza (Ferry Building),2nd at Folsom,788
678,Harry Bridges Plaza (Ferry Building),2nd at South Park,1274
679,Harry Bridges Plaza (Ferry Building),2nd at Townsend,4970
680,Harry Bridges Plaza (Ferry Building),5th at Howard,622
681,Harry Bridges Plaza (Ferry Building),Beale at Market,43
682,Harry Bridges Plaza (Ferry Building),Broadway St at Battery St,146
683,Harry Bridges Plaza (Ferry Building),Civic Center BART (7th at Market),28
684,Harry Bridges Plaza (Ferry Building),Clay at Battery,133
685,Harry Bridges Plaza (Ferry Building),Commercial at Montgomery,191
686,Harry Bridges Plaza (Ferry Building),Cyril Magnin St at Ellis St,1
687,Harry Bridges Plaza (Ferry Building),Davis at Jackson,124
688,Harry Bridges Plaza (Ferry Building),Embarcadero at Bryant,590
689,Harry Bridges Plaza (Ferry Building),Embarcadero at Folsom,92
690,Harry Bridges Plaza (Ferry Building),Embarcadero at Sansome,3593
691,Harry Bridges Plaza (Ferry Building),Embarcadero at Vallejo,455
692,Harry Bridges Plaza (Ferry Building),Golden Gate at Polk,46
693,Harry Bridges Plaza (Ferry Building),Grant Avenue at Columbus Avenue,107
694,Harry Bridges Plaza (Ferry Building),Howard at 2nd,947
695,Harry Bridges Plaza (Ferry Building),Market at 10th,342
696,Harry Bridges Plaza (Ferry Building),Market at 4th,364
697,Harry Bridges Plaza (Ferry Building),Market at Sansome,974
698,Harry Bridges Plaza (Ferry Building),Mechanics Plaza (Market at Battery),444
699,Harry Bridges Plaza (Ferry Building),Post at Kearney,53
700,Harry Bridges Plaza (Ferry Building),Post at Kearny,265
701,Harry Bridges Plaza (Ferry Building),Powell Street BART,358
702,Harry Bridges Plaza (Ferry Building),Powell at Post (Union Square),122
703,Harry Bridges Plaza (Ferry Building),San Francisco Caltrain (Townsend at 4th),3600
704,Harry Bridges Plaza (Ferry Building),San Francisco Caltrain 2 (330 Townsend),1468
705,Harry Bridges Plaza (Ferry Building),San Francisco City Hall,16
706,Harry Bridges Plaza (Ferry Building),South Van Ness at Market,30
707,Harry Bridges Plaza (Ferry Building),Spear at Folsom,157
708,Harry Bridges Plaza (Ferry Building),Steuart at Market,23
709,Harry Bridges Plaza (Ferry Building),Temporary Transbay Terminal (Howard at Beale),511
710,Harry Bridges Plaza (Ferry Building),Townsend at 7th,1493
711,Harry Bridges Plaza (Ferry Building),Washington at Kearney,4
712,Harry Bridges Plaza (Ferry Building),Washington at Kearny,40
713,Harry Bridges Plaza (Ferry Building),Yerba Buena Center of the Arts (3rd @ Howard),419
714,Howard at 2nd,2nd at Folsom,33
715,Howard at 2nd,2nd at South Park,629
716,Howard at 2nd,2nd at Townsend,642
717,Howard at 2nd,5th at Howard,646
718,Howard at 2nd,Beale at Market,60
719,Howard at 2nd,Broadway St at Battery St,35
720,Howard at 2nd,Civic Center BART (7th at Market),145
721,Howard at 2nd,Clay at Battery,76
722,Howard at 2nd,Commercial at Montgomery,57
723,Howard at 2nd,Davis at Jackson,44
724,Howard at 2nd,Embarcadero at Bryant,83
725,Howard at 2nd,Embarcadero at Folsom,168
726,Howard at 2nd,Embarcadero at Sansome,78
727,Howard at 2nd,Embarcadero at Vallejo,39
728,Howard at 2nd,Golden Gate at Polk,74
729,Howard at 2nd,Grant Avenue at Columbus Avenue,80
730,Howard at 2nd,Harry Bridges Plaza (Ferry Building),638
731,Howard at 2nd,Market at 10th,206
732,Howard at 2nd,Market at 4th,370
733,Howard at 2nd,Market at Sansome,321
734,Howard at 2nd,Mechanics Plaza (Market at Battery),38
735,Howard at 2nd,Post at Kearney,20
736,Howard at 2nd,Post at Kearny,63
737,Howard at 2nd,Powell Street BART,142
738,Howard at 2nd,Powell at Post (Union Square),137
739,Howard at 2nd,San Francisco Caltrain (Townsend at 4th),3330
740,Howard at 2nd,San Francisco Caltrain 2 (330 Townsend),1748
741,Howard at 2nd,San Francisco City Hall,52
742,Howard at 2nd,South Van Ness at Market,197
743,Howard at 2nd,Spear at Folsom,75
744,Howard at 2nd,Steuart at Market,655
745,Howard at 2nd,Temporary Transbay Terminal (Howard at Beale),136
746,Howard at 2nd,Townsend at 7th,441
747,Howard at 2nd,Washington at Kearney,9
748,Howard at 2nd,Washington at Kearny,39
749,Howard at 2nd,Yerba Buena Center of the Arts (3rd @ Howard),127
750,Japantown,Adobe on Almaden,5
751,Japantown,Arena Green / SAP Center,7
752,Japantown,MLK Library,63
753,Japantown,Paseo de San Antonio,36
754,Japantown,Ryland Park,56
755,Japantown,SJSU - San Salvador at 9th,14
756,Japantown,SJSU 4th at San Carlos,9
757,Japantown,San Jose City Hall,33
758,Japantown,San Jose Civic Center,1
759,Japantown,San Jose Diridon Caltrain Station,644
760,Japantown,San Jose Government Center,1
761,Japantown,San Pedro Square,43
762,Japantown,San Salvador at 1st,17
763,Japantown,Santa Clara County Civic Center,10
764,Japantown,Santa Clara at Almaden,49
765,Japantown,St James Park,26
766,Kaiser Hospital,5th S at E. San Salvador St,2
767,Kaiser Hospital,Redwood City Caltrain Station,116
768,Kaiser Hospital,San Mateo County Center,4
769,MLK Library,Adobe on Almaden,9
770,MLK Library,Arena Green / SAP Center,4
771,MLK Library,Japantown,54
772,MLK Library,Paseo de San Antonio,23
773,MLK Library,Ryland Park,22
774,MLK Library,SJSU - San Salvador at 9th,34
775,MLK Library,SJSU 4th at San Carlos,18
776,MLK Library,San Jose City Hall,12
777,MLK Library,San Jose Civic Center,4
778,MLK Library,San Jose Diridon Caltrain Station,867
779,MLK Library,San Pedro Square,22
780,MLK Library,San Salvador at 1st,31
781,MLK Library,Santa Clara at Almaden,10
782,MLK Library,St James Park,21
783,Market at 10th,2nd at Folsom,284
784,Market at 10th,2nd at South Park,271
785,Market at 10th,2nd at Townsend,261
786,Market at 10th,5th St at Folsom St,1
787,Market at 10th,5th at Howard,268
788,Market at 10th,Beale at Market,306
789,Market at 10th,Broadway St at Battery St,23
